,ReportDate,Price,MID,UP,LOW,买,平,买累计,平累计,,仓位
952,2008/4/24,14390,14615.38,15013.12,14217.64,0,0,,,,
953,2008/4/25,14245,14588.27,14987.24,14189.3,0,0,,,,
954,2008/4/28,14295,14570.38,14978.9,14161.86,0,0,,,,
955,2008/4/29,14270,14547.5,14954.02,14140.98,0,0,,,,
956,2008/4/30,14235,14524.62,14931.97,14117.27,0,0,,,,
957,2008/5/5,14235,14499.23,14892.58,14105.88,0,0,,,,
958,2008/5/6,14235,14475,14851.89,14098.11,0,0,,,,
959,2008/5/7,14255,14457.69,14831.97,14083.41,0,0,,,,
960,2008/5/8,14230,14439.23,14809.06,14069.4,0,0,,,,
961,2008/5/9,14190,14411.54,14740.27,14082.81,0,0,,,,
962,2008/5/12,14240,14399.81,14730.49,14069.13,0,0,,,,
963,2008/5/13,14230,14384.62,14708.48,14060.76,0,0,,,,
964,2008/5/14,14120,14367.88,14699.97,14035.79,0,0,,,,
965,2008/5/15,14055,14347.5,14689.08,14005.92,0,0,,,,
966,2008/5/16,14105,14331.15,14677.04,13985.26,0,0,,,,
967,2008/5/19,14140,14316.54,14661.35,13971.73,0,0,,,,
968,2008/5/20,14180,14302.12,14636.65,13967.59,0,0,,,,
969,2008/5/21,14130,14288.27,14620.25,13956.29,0,0,,,,
970,2008/5/22,14300,14278.46,14592.22,13964.7,0,0,,,,
971,2008/5/23,14155,14259.62,14538.75,13980.49,0,-1,,,,
972,2008/5/26,14135,14238.27,14459.32,14017.22,0,0,,,,
973,2008/5/27,14135,14222.31,14406.6,14038.02,0,0,,,,
974,2008/5/28,13960,14202.31,14383.09,14021.53,0,0,,,,
975,2008/5/29,13955,14188.27,14386.84,13989.7,0,0,,,,
976,2008/5/30,13945,14178.08,14398.06,13958.1,0,0,,,,
977,2008/6/2,13815,14160.77,14419.67,13901.87,0,0,,,,
978,2008/6/3,13830,14139.23,14411.62,13866.84,0,0,,,,
979,2008/6/4,13830,14123.27,14417.63,13828.91,0,0,,,,
980,2008/6/5,13845,14105.96,14411.04,13800.88,0,0,,,,
981,2008/6/6,13835,14089.23,14404.43,13774.03,0,0,,,,
982,2008/6/10,13840,14074.04,14397.97,13750.11,0,0,,,,
983,2008/6/11,13700,14053.46,14401.89,13705.03,0,0,,,,
984,2008/6/12,13725,14033.85,14396.89,13670.81,0,0,,,,
985,2008/6/13,13735,14013.85,14383.44,13644.26,0,0,,,,
986,2008/6/16,13760,13995.77,14367.35,13624.19,0,0,,,,
987,2008/6/17,13770,13979.62,14352.59,13606.65,0,0,,,,
988,2008/6/18,13790,13962.31,14326.67,13597.95,0,0,,,,
989,2008/6/19,13780,13945,14299.07,13590.93,0,0,,,,
990,2008/6/20,13730,13930,14286.27,13573.73,0,0,,,,
991,2008/6/23,13700,13916.35,14279.83,13552.87,0,0,,,,
992,2008/6/24,13685,13900.19,14266.11,13534.27,0,0,,,,
993,2008/6/25,13715,13883.85,14243.12,13524.58,0,0,,,,
994,2008/6/26,13710,13865.77,14210.03,13521.51,0,0,,,,
995,2008/6/27,13675,13848.27,14182.78,13513.76,0,0,,,,
996,2008/6/30,13570,13820.19,14117.44,13522.94,0,0,,,,
997,2008/7/1,13530,13796.15,14081.62,13510.68,0,0,,,,
998,2008/7/2,13535,13773.08,14041.07,13505.09,0,0,,,,
999,2008/7/3,13530,13749.81,13990.77,13508.85,0,0,,,,
1000,2008/7/4,14845,13783.85,14271.79,13295.91,1,0,,,,
1001,2008/7/7,14835,13817.69,14454.41,13180.97,0,0,,,,
1002,2008/7/8,14655,13845,14560.47,13129.53,0,0,,,,
1003,2008/7/9,14780,13882.12,14685.8,13078.44,1,0,,,,
1004,2008/7/10,14810,13919.81,14801.46,13038.16,1,0,,,,
1005,2008/7/11,14775,13956.15,14898.24,13014.06,0,0,,,,
1006,2008/7/14,14935,13998.08,15013.73,12982.43,0,0,,,,
1007,2008/7/15,14845,14036.92,15102.65,12971.19,0,0,,,,
1008,2008/7/16,14915,14078.27,15194.44,12962.1,0,0,,,,
1009,2008/7/17,14810,14120.96,15261.58,12980.34,0,0,,,,
1010,2008/7/18,14725,14159.42,15311.88,13006.96,0,0,,,,
1011,2008/7/21,14510,14189.23,15336.1,13042.36,0,0,,,,
1012,2008/7/22,14465,14216.35,15354.3,13078.4,0,0,,,,
1013,2008/7/23,14220,14233.65,15356.96,13110.34,0,-1,,,,
1014,2008/7/24,14365,14255.77,15365.3,13146.24,0,0,,,,
1015,2008/7/25,14320,14276.54,15369.11,13183.97,0,0,,,,
1016,2008/7/28,14355,14300.58,15370.39,13230.77,0,0,,,,
1017,2008/7/29,14280,14322.88,15364.41,13281.35,0,-1,,,,
1018,2008/7/30,14405,14350.58,15359.32,13341.84,0,0,,,,
1019,2008/7/31,14410,14377.31,15352.26,13402.36,0,0,,,,
1020,2008/8/1,14470,14406.54,15343.07,13470.01,0,0,,,,
1021,2008/8/4,14170,14425.58,15319.4,13531.76,0,-1,,,,
1022,2008/8/5,14005,14442.31,15284.29,13600.33,0,0,,,,
1023,2008/8/6,14115,14464.81,15233.44,13696.18,0,0,,,,
1024,2008/8/7,14130,14487.69,15171.96,13803.42,0,0,,,,
1025,2008/8/8,14120,14510.38,15094.3,13926.46,0,0,,,,
1026,2008/8/11,13970,14476.73,15080.93,13872.53,0,0,,,,
1027,2008/8/12,14005,14444.81,15057.91,13831.71,0,0,,,,
1028,2008/8/13,14135,14424.81,15043.29,13806.33,0,0,,,,
1029,2008/8/14,14065,14397.31,15013.67,13780.95,0,0,,,,
1030,2008/8/15,13845,14360.19,14989.26,13731.12,0,0,,,,
1031,2008/8/18,13990,14330,14951.55,13708.45,0,0,,,,
1032,2008/8/19,14025,14295,14875.99,13714.01,0,0,,,,
1033,2008/8/20,13950,14260.58,14811.28,13709.88,0,0,,,,
1034,2008/8/21,13920,14222.31,14719.51,13725.11,0,0,,,,
1035,2008/8/22,13910,14187.69,14637.77,13737.61,0,0,,,,
1036,2008/8/25,13900,14155.96,14562.69,13749.23,0,0,,,,
1037,2008/8/26,13665,14123.46,14547.19,13699.73,0,0,,,,
1038,2008/8/27,13665,14092.69,14529.24,13656.14,0,0,,,,
1039,2008/8/28,13640,14070.38,14538.04,13602.72,0,0,,,,
1040,2008/8/29,13675,14043.85,14520.19,13567.51,0,0,,,,
1041,2008/9/1,13705,14020.19,14500.54,13539.84,0,0,,,,
1042,2008/9/2,13555,13989.42,14482.87,13495.97,0,0,,,,
1043,2008/9/3,13645,13965,14461.47,13468.53,0,0,,,,
1044,2008/9/4,13730,13939.04,14409.72,13468.36,0,0,,,,
1045,2008/9/5,13625,13908.85,14353.86,13463.84,0,0,,,,
1046,2008/9/8,13485,13870.96,14283.78,13458.14,0,0,,,,
1047,2008/9/9,13310,13837.88,14287.23,13388.53,0,0,,,,
1048,2008/9/10,13210,13807.31,14313.9,13300.72,0,0,,,,
1049,2008/9/11,13190,13771.73,14316.88,13226.58,0,0,,,,
1050,2008/9/12,13210,13736.35,14303.74,13168.96,0,0,,,,
1051,2008/9/16,12730,13682.88,14352.6,13013.16,0,0,,,,
1052,2008/9/17,12725,13635,14391.71,12878.29,0,0,,,,
1053,2008/9/18,12660,13583.27,14414.94,12751.6,0,0,,,,
1054,2008/9/19,12815,13532.5,14384.96,12680.04,0,0,,,,
1055,2008/9/22,13185,13498.65,14332.84,12664.46,0,0,,,,
1056,2008/9/23,13025,13467.12,14308.8,12625.44,0,0,,,,
1057,2008/9/24,12970,13427.88,14263.24,12592.52,0,0,,,,
1058,2008/9/25,12975,13387.5,14204.08,12570.92,0,0,,,,
1059,2008/9/26,13080,13354.04,14145.66,12562.42,0,0,,,,
1060,2008/10/6,12520,13300.19,14121.56,12478.82,0,0,,,,
1061,2008/10/7,12915,13261.92,14057.4,12466.44,0,0,,,,
1062,2008/10/8,12585,13211.35,14005.28,12417.42,0,0,,,,
1063,2008/10/9,12630,13171.54,13974.58,12368.5,0,0,,,,
1064,2008/10/10,12255,13117.31,13970.59,12264.03,0,0,,,,
1065,2008/10/13,12470,13072.31,13934.28,12210.34,0,0,,,,
1066,2008/10/14,12390,13022.88,13888.44,12157.32,0,0,,,,
1067,2008/10/15,12325,12969.81,13830.6,12109.02,0,0,,,,
1068,2008/10/16,12070,12912.69,13808.32,12017.06,0,0,,,,
1069,2008/10/17,12190,12856.73,13743.79,11969.67,0,0,,,,
1070,2008/10/20,12385,12805,13635.26,11974.74,0,0,,,,
1071,2008/10/21,12160,12748.65,13545.59,11951.71,0,0,,,,
1072,2008/10/22,12190,12698.85,13465.64,11932.06,0,0,,,,
1073,2008/10/23,12305,12660.19,13399.66,11920.72,0,0,,,,
1074,2008/10/24,12275,12624.23,13343.12,11905.34,0,0,,,,
1075,2008/10/27,12170,12585,13286.57,11883.43,0,0,,,,
1076,2008/10/28,12235,12547.5,13213.42,11881.58,0,0,,,,
1077,2008/10/29,12225,12528.08,13201.28,11854.88,0,0,,,,
1078,2008/10/30,12270,12510.58,13186.13,11835.03,0,0,,,,
1079,2008/10/31,12170,12491.73,13177.21,11806.25,0,0,,,,
1080,2008/11/3,11810,12453.08,13175.09,11731.07,0,0,,,,
1081,2008/11/4,11500,12388.27,13138.91,11637.63,0,0,,,,
1082,2008/11/5,11330,12323.08,13135.54,11510.62,0,0,,,,
1083,2008/11/6,11005,12247.5,13168.01,11326.99,0,0,,,,
1084,2008/11/7,10625,12157.12,13229.45,11084.79,0,0,,,,
1085,2008/11/10,11040,12078.65,13168.45,10988.85,0,0,,,,
1086,2008/11/11,10585,12004.23,13225.06,10783.4,0,0,,,,
1087,2008/11/12,10475,11910.38,13212.39,10608.37,0,0,,,,
1088,2008/11/13,10640,11835.58,13198.43,10472.73,0,0,,,,
1089,2008/11/14,10750,11763.27,13150.06,10376.48,0,0,,,,
1090,2008/11/17,10565,11698.27,13146.25,10250.29,0,0,,,,
1091,2008/11/18,10750,11632.12,13090.56,10173.68,0,0,,,,
1092,2008/11/19,10800,11570.96,13030.54,10111.38,0,0,,,,
1093,2008/11/20,11090,11523.46,12961.17,10085.75,0,0,,,,
1094,2008/11/21,10980,11481.54,12916.52,10046.56,0,0,,,,
1095,2008/11/24,11270,11446.15,12853.56,10038.74,0,0,,,,
1096,2008/11/25,11180,11399.81,12757.08,10042.54,0,0,,,,
1097,2008/11/26,11240,11364.42,12686.76,10042.08,0,0,,,,
1098,2008/11/27,11245,11328.08,12607.27,10048.89,0,0,,,,
1099,2008/11/28,11285,11288.85,12504.38,10073.32,0,0,,,,
1100,2008/12/1,11385,11254.62,12402.89,10106.35,0,0,,,,
1101,2008/12/2,11370,11223.85,12311.35,10136.35,0,0,,,,
1102,2008/12/3,11355,11190,12198.49,10181.51,0,0,,,,
1103,2008/12/4,10880,11138.27,12060.17,10216.37,0,-1,,,,
1104,2008/12/5,10840,11083.27,11887.39,10279.15,0,0,,,,
1105,2008/12/8,11200,11045.96,11719.79,10372.13,0,0,,,,
1106,2008/12/9,11315,11026.92,11635.79,10418.05,0,0,,,,
1107,2008/12/10,11290,11018.85,11606.82,10430.88,0,0,,,,
1108,2008/12/11,11260,11016.15,11598.81,10433.49,0,0,,,,
1109,2008/12/12,11290,11027.12,11619.55,10434.69,0,0,,,,
1110,2008/12/15,11475,11059.81,11653.74,10465.88,0,0,,,,
1111,2008/12/16,11410,11074.04,11683.53,10464.55,0,0,,,,
1112,2008/12/17,11385,11104.81,11691.96,10517.66,0,0,,,,
1113,2008/12/18,11400,11140.38,11678.85,10601.91,0,0,,,,
1114,2008/12/19,11430,11170.77,11680.15,10661.39,0,0,,,,
1115,2008/12/22,11820,11211.92,11751.86,10671.98,1,0,,,,
1116,2008/12/23,11690,11255.19,11758.53,10751.85,0,0,,,,
1117,2008/12/24,11720,11292.5,11783.72,10801.28,0,0,,,,
1118,2008/12/25,11820,11331.73,11822.25,10841.21,0,0,,,,
1119,2008/12/26,11785,11358.46,11869.5,10847.42,0,0,,,,
1120,2008/12/29,11810,11390.38,11906.74,10874.02,0,0,,,,
1121,2008/12/30,11665,11405.58,11930.38,10880.78,0,0,,,,
1122,2008/12/31,11795,11429.23,11967.01,10891.45,0,0,,,,
1123,2009/1/5,11740,11448.46,11993.79,10903.13,0,0,,,,
1124,2009/1/6,11710,11466.35,12014.42,10918.28,0,0,,,,
1125,2009/1/7,11850,11488.08,12050.85,10925.31,0,0,,,,
1126,2009/1/8,11875,11506.92,12087.85,10925.99,0,0,,,,
1127,2009/1/9,11910,11527.69,12126.59,10928.79,0,0,,,,
1128,2009/1/12,11790,11544.42,12147.54,10941.3,0,0,,,,
1129,2009/1/13,11715,11576.54,12118.28,11034.8,0,0,,,,
1130,2009/1/14,11745,11611.35,12065.43,11157.27,0,0,,,,
1131,2009/1/15,11725,11631.54,12055.2,11207.88,0,0,,,,
1132,2009/1/16,11765,11648.85,12055.12,11242.58,0,0,,,,
1133,2009/1/19,11755,11666.73,12047.42,11286.04,0,0,,,,
1134,2009/1/20,11730,11684.81,12027.94,11341.68,0,0,,,,
1135,2009/1/21,11705,11700.77,12003.76,11397.78,0,0,,,,
1136,2009/1/22,11660,11707.88,11997.2,11418.56,0,0,,,,
1137,2009/1/23,11735,11720.38,11983.01,11457.75,0,0,,,,
1138,2009/2/2,11825,11737.31,11964.33,11510.29,0,0,,,,
1139,2009/2/3,11905,11756.73,11947.16,11566.3,0,0,,,,
1140,2009/2/4,11855,11773.08,11913.14,11633.02,0,0,,,,
1141,2009/2/5,11860,11774.62,11917.67,11631.57,0,0,,,,
1142,2009/2/6,12010,11786.92,11952.91,11620.93,1,0,,,,
1143,2009/2/9,12165,11804.04,12024.24,11583.84,1,0,,,,
1144,2009/2/10,12135,11816.15,12071.81,11560.49,0,0,,,,
1145,2009/2/11,11975,11823.46,12086.18,11560.74,0,0,,,,
1146,2009/2/12,11955,11829.04,12096.68,11561.4,0,0,,,,
1147,2009/2/13,11990,11841.54,12107.66,11575.42,0,0,,,,
1148,2009/2/16,12030,11850.58,12125.93,11575.23,0,0,,,,
1149,2009/2/17,12105,11864.62,12153.41,11575.83,0,0,,,,
1150,2009/2/18,11965,11874.42,12158.65,11590.19,0,0,,,,
1151,2009/2/19,11635,11866.15,12165.45,11566.85,0,-1,,,,
1152,2009/2/20,11855,11865.38,12164.68,11566.08,0,0,,,,
1153,2009/2/23,11930,11866.15,12166.03,11566.27,0,0,,,,
1154,2009/2/24,11840,11868.08,12166.57,11569.59,0,-1,,,,
1155,2009/2/25,11890,11874.81,12166.76,11582.86,0,0,,,,
1156,2009/2/26,11870,11879.62,12166.76,11592.48,0,-1,,,,
1157,2009/2/27,11895,11886.15,12166.3,11606,0,0,,,,
1158,2009/3/2,11750,11885.58,12166.82,11604.34,0,-1,,,,
1159,2009/3/3,11765,11885.96,12166.49,11605.43,0,0,,,,
1160,2009/3/4,11780,11887.88,12164.62,11611.14,0,0,,,,
1161,2009/3/5,11775,11890.58,12161.21,11619.95,0,0,,,,
1162,2009/3/6,11770,11894.81,12153.63,11635.99,0,0,,,,
1163,2009/3/9,11830,11898.46,12150.49,11646.43,0,0,,,,
1164,2009/3/10,11860,11899.81,12150.58,11649.04,0,0,,,,
1165,2009/3/11,11905,11899.81,12150.58,11649.04,0,0,,,,
1166,2009/3/12,11885,11900.96,12151.14,11650.78,0,-1,,,,
1167,2009/3/13,11900,11902.5,12152.13,11652.87,0,0,,,,
1168,2009/3/16,11920,11899.04,12144.93,11653.15,0,0,,,,
1169,2009/3/17,12005,11892.88,12118.24,11667.52,0,0,,,,
1170,2009/3/18,12005,11887.88,12096,11679.76,0,0,,,,
1171,2009/3/19,12040,11890.38,12104.33,11676.43,0,0,,,,
1172,2009/3/20,12105,11896.15,12124.93,11667.37,0,0,,,,
1173,2009/3/23,12250,11906.15,12171.76,11640.54,1,0,,,,
1174,2009/3/24,12190,11912.31,12196.61,11628.01,0,0,,,,
1175,2009/3/25,12265,11918.46,12226.08,11610.84,1,0,,,,
1176,2009/3/26,12345,11933.08,12283.09,11583.07,1,0,,,,
1177,2009/3/27,12330,11959.81,12321.09,11598.53,0,0,,,,
1178,2009/3/30,12390,11980.38,12376.13,11584.63,1,0,,,,
1179,2009/3/31,12425,11999.42,12431.08,11567.76,0,0,,,,
1180,2009/4/1,12475,12023.85,12488.58,11559.12,0,0,,,,
1181,2009/4/2,12550,12049.23,12553.93,11544.53,0,0,,,,
1182,2009/4/3,12580,12076.54,12616.49,11536.59,0,0,,,,
1183,2009/4/7,12815,12111.92,12718.81,11505.03,1,0,,,,
1184,2009/4/8,12825,12153.27,12802.58,11503.96,0,0,,,,
1185,2009/4/9,13040,12202.31,12918.75,11485.87,1,0,,,,
1186,2009/4/10,13020,12250,13013.07,11486.93,0,0,,,,
1187,2009/4/13,13235,12306.15,13135.78,11476.52,1,0,,,,
1188,2009/4/14,13195,12360.96,13230.56,11491.36,0,0,,,,
1189,2009/4/15,13135,12411.15,13303.61,11518.69,0,0,,,,
1190,2009/4/16,13170,12461.54,13372.28,11550.8,0,0,,,,
1191,2009/4/17,13155,12509.62,13430.07,11589.17,0,0,,,,
1192,2009/4/20,13160,12558.65,13476.52,11640.78,0,0,,,,
1193,2009/4/21,13105,12605,13506.05,11703.95,0,0,,,,
1194,2009/4/22,13110,12650.77,13527.64,11773.9,0,0,,,,
1195,2009/4/23,13085,12692.31,13543.88,11840.74,0,0,,,,
1196,2009/4/24,13070,12733.27,13549.01,11917.53,0,0,,,,
1197,2009/4/27,13025,12771.15,13543.28,11999.02,0,0,,,,
1198,2009/4/28,13020,12806.35,13534.31,12078.39,0,0,,,,
1199,2009/4/29,12970,12834.04,13527.95,12140.13,0,0,,,,
1200,2009/4/30,13000,12865.19,13509.79,12220.59,0,0,,,,
1201,2009/5/4,13140,12898.85,13503.2,12294.5,0,0,,,,
1202,2009/5/5,13120,12928.65,13494.59,12362.71,0,0,,,,
1203,2009/5/6,13180,12961.35,13479.63,12443.07,0,0,,,,
1204,2009/5/7,13180,12991.73,13460.98,12522.48,0,0,,,,
1205,2009/5/8,13260,13023.85,13443.41,12604.29,0,0,,,,
1206,2009/5/11,13135,13049.23,13405.78,12692.68,0,0,,,,
1207,2009/5/12,13190,13073.85,13370.33,12777.37,0,0,,,,
1208,2009/5/13,13150,13095.77,13314.41,12877.13,0,0,,,,
1209,2009/5/14,13130,13107.88,13294.35,12921.41,0,0,,,,
1210,2009/5/15,13140,13120,13266.7,12973.3,0,0,,,,
1211,2009/5/18,13140,13123.85,13267.02,12980.68,0,0,,,,
1212,2009/5/19,13125,13127.88,13264.65,12991.11,0,-1,,,,
1213,2009/5/20,13120,13123.46,13253.07,12993.85,0,-1,,,,
1214,2009/5/21,13025,13116.92,13248.65,12985.19,0,-1,,,,
1215,2009/5/22,12985,13111.15,13252.38,12969.92,0,0,,,,
1216,2009/5/25,12855,13099.04,13270.15,12927.93,0,0,,,,
1217,2009/5/26,12760,13083.85,13298.82,12868.88,0,0,,,,
1218,2009/5/27,13060,13080,13292.87,12867.13,0,0,,,,
1219,2009/6/1,12970,13074.81,13291.69,12857.93,0,0,,,,
1220,2009/6/2,13145,13076.15,13294.37,12857.93,0,0,,,,
1221,2009/6/3,13115,13077.31,13296.04,12858.58,0,0,,,,
1222,2009/6/4,13025,13075.58,13295.26,12855.9,0,-1,,,,
1223,2009/6/5,12980,13073.85,13295.88,12851.82,0,0,,,,
1224,2009/6/8,12905,13069.42,13300.32,12838.52,0,0,,,,
1225,2009/6/9,12975,13069.62,13300.18,12839.06,0,0,,,,
1226,2009/6/10,13080,13072.69,13301.52,12843.86,0,0,,,,
1227,2009/6/11,13190,13074.62,13306.62,12842.62,0,0,,,,
1228,2009/6/12,13335,13082.88,13335.98,12829.78,0,0,,,,
1229,2009/6/15,13395,13091.15,13370.17,12812.13,1,0,,,,
1230,2009/6/16,13475,13102.5,13418.14,12786.86,1,0,,,,
1231,2009/6/17,13360,13106.35,13432.24,12780.46,0,0,,,,
1232,2009/6/18,13255,13110.96,13441.9,12780.02,0,0,,,,
1233,2009/6/19,13250,13113.27,13447.32,12779.22,0,0,,,,
1234,2009/6/22,13180,13114.42,13449.21,12779.63,0,0,,,,
1235,2009/6/23,13240,13118.65,13457.02,12780.28,0,0,,,,
1236,2009/6/24,13235,13122.31,13463.67,12780.95,0,0,,,,
1237,2009/6/25,13205,13124.81,13467.66,12781.96,0,0,,,,
1238,2009/6/26,13220,13128.46,13473.34,12783.58,0,0,,,,
1239,2009/6/29,13285,13134.81,13485.07,12784.55,0,0,,,,
1240,2009/6/30,13290,13145,13497.39,12792.61,0,0,,,,
1241,2009/7/1,13340,13158.65,13512.75,12804.55,0,0,,,,
1242,2009/7/2,13355,13177.88,13517.39,12838.37,0,0,,,,
1243,2009/7/3,13340,13200.19,13499.29,12901.09,0,0,,,,
1244,2009/7/6,13400,13213.27,13516.57,12909.97,0,0,,,,
1245,2009/7/7,13450,13231.73,13531.85,12931.61,0,0,,,,
1246,2009/7/8,13465,13244.04,13555.4,12932.68,0,0,,,,
1247,2009/7/9,13535,13260.19,13586.9,12933.48,0,0,,,,
1248,2009/7/10,13575,13281.35,13615.84,12946.86,0,0,,,,
1249,2009/7/13,13620,13305.96,13642.39,12969.53,0,0,,,,
1250,2009/7/14,13710,13336.92,13667.97,13005.87,1,0,,,,
1251,2009/7/15,13620,13361.73,13676.21,13047.25,0,0,,,,
1252,2009/7/16,13560,13380.19,13681.96,13078.42,0,0,,,,
1253,2009/7/17,13535,13393.46,13690.75,13096.17,0,0,,,,
1254,2009/7/20,13535,13401.15,13702.47,13099.83,0,0,,,,
1255,2009/7/21,13525,13406.15,13711.34,13100.96,0,0,,,,
1256,2009/7/22,13455,13405.38,13709.94,13100.82,0,0,,,,
1257,2009/7/23,13455,13409.04,13713.62,13104.46,0,0,,,,
1258,2009/7/24,13475,13417.5,13716.45,13118.55,0,0,,,,
1259,2009/7/27,13505,13427.31,13720.07,13134.55,0,0,,,,
1260,2009/7/28,13570,13442.31,13722.03,13162.59,0,0,,,,
1261,2009/7/29,13490,13451.92,13719.64,13184.2,0,0,,,,
1262,2009/7/30,13500,13462.12,13715.26,13208.98,0,0,,,,
1263,2009/7/31,13550,13475.38,13707.77,13242.99,0,0,,,,
1264,2009/8/3,13640,13491.54,13707.92,13275.16,0,0,,,,
1265,2009/8/4,13605,13503.85,13707.38,13300.32,0,0,,,,
1266,2009/8/5,13610,13516.15,13703.99,13328.31,0,0,,,,
1267,2009/8/6,13505,13522.5,13696.2,13348.8,0,-1,,,,
1268,2009/8/7,13455,13526.35,13688.67,13364.03,0,0,,,,
1269,2009/8/10,13630,13537.5,13685.8,13389.2,0,0,,,,
1270,2009/8/11,13900,13556.73,13752.83,13360.63,1,0,,,,
1271,2009/8/12,13820,13570.96,13787.48,13354.44,0,0,,,,
1272,2009/8/13,13910,13588.08,13837.59,13338.57,1,0,,,,
1273,2009/8/14,13710,13594.81,13847.78,13341.84,0,0,,,,
1274,2009/8/17,13500,13591.92,13847.53,13336.31,0,-1,,,,
1275,2009/8/18,13545,13589.04,13845.02,13333.06,0,0,,,,
1276,2009/8/19,13420,13577.88,13837.19,13318.57,0,0,,,,
1277,2009/8/20,13520,13574.04,13833.72,13314.36,0,0,,,,
1278,2009/8/21,13425,13568.85,13835.01,13302.69,0,0,,,,
1279,2009/8/24,13560,13569.81,13835.64,13303.98,0,0,,,,
1280,2009/8/25,13480,13567.69,13835.54,13299.84,0,0,,,,
1281,2009/8/26,13340,13560.58,13842.61,13278.55,0,0,,,,
1282,2009/8/27,13270,13553.46,13855.21,13251.71,0,0,,,,
1283,2009/8/28,13310,13547.88,13862.3,13233.46,0,0,,,,
1284,2009/8/31,13230,13538.46,13875.81,13201.11,0,0,,,,
1285,2009/9/1,13280,13529.81,13881.95,13177.67,0,0,,,,
1286,2009/9/2,13155,13513.85,13894.85,13132.85,0,0,,,,
1287,2009/9/3,13210,13503.08,13902.28,13103.88,0,0,,,,
1288,2009/9/4,13245,13493.27,13905.11,13081.43,0,0,,,,
1289,2009/9/7,13420,13488.27,13900.41,13076.13,0,0,,,,
1290,2009/9/8,13450,13480.96,13888.62,13073.3,0,0,,,,
1291,2009/9/9,13430,13474.23,13879.14,13069.32,0,0,,,,
1292,2009/9/10,13415,13466.73,13868.39,13065.07,0,0,,,,
1293,2009/9/11,13405,13462.88,13864.93,13060.83,0,0,,,,
1294,2009/9/14,13550,13466.54,13870.01,13063.07,0,0,,,,
1295,2009/9/15,13730,13470.38,13882.16,13058.6,0,0,,,,
1296,2009/9/16,13640,13460.38,13840.14,13080.62,0,0,,,,
1297,2009/9/17,13710,13456.15,13821.41,13090.89,0,0,,,,
1298,2009/9/18,13715,13448.65,13781.74,13115.56,0,0,,,,
1299,2009/9/21,13705,13448.46,13780.93,13115.99,0,0,,,,
1300,2009/9/22,13670,13455,13798.2,13111.8,0,0,,,,
1301,2009/9/23,13730,13462.12,13820.42,13103.82,0,0,,,,
1302,2009/9/24,13890,13480.19,13875.19,13085.19,1,0,,,,
1303,2009/9/25,13825,13491.92,13909.32,13074.52,0,0,,,,
1304,2009/9/28,13645,13500.38,13921.05,13079.71,0,0,,,,
1305,2009/9/29,13690,13505.38,13932.04,13078.72,0,0,,,,
1306,2009/9/30,13670,13512.69,13944.02,13081.36,0,0,,,,
1307,2009/10/9,13960,13536.54,13995.81,13077.27,0,0,,,,
1308,2009/10/12,14120,13569.23,14068.81,13069.65,1,0,,,,
1309,2009/10/13,14060,13598.08,14121.44,13074.72,0,0,,,,
1310,2009/10/14,14250,13637.31,14197.51,13077.11,1,0,,,,
1311,2009/10/15,14210,13673.08,14256.65,13089.51,0,0,,,,
1312,2009/10/16,14255,13715.38,14302.19,13128.57,0,0,,,,
1313,2009/10/19,14550,13766.92,14402.44,13131.4,1,0,,,,
1314,2009/10/20,14500,13815.19,14475.94,13154.44,0,0,,,,
1315,2009/10/21,14305,13849.23,14516.44,13182.02,0,0,,,,
1316,2009/10/22,14340,13883.46,14556.75,13210.17,0,0,,,,
1317,2009/10/23,14395,13920.58,14596.27,13244.89,0,0,,,,
1318,2009/10/26,14480,13961.54,14638.86,13284.22,0,0,,,,
1319,2009/10/27,14445,14001.54,14664.82,13338.26,0,0,,,,
1320,2009/10/28,14600,14041.92,14718.56,13365.28,0,0,,,,
1321,2009/10/29,14415,14068.27,14747.72,13388.82,0,0,,,,
1322,2009/10/30,14465,14100,14773.28,13426.72,0,0,,,,
1323,2009/11/2,14880,14145,14864.64,13425.36,1,0,,,,
1324,2009/11/3,14895,14190.38,14945.19,13435.57,0,0,,,,
1325,2009/11/4,14890,14235.96,15011.66,13460.26,0,0,,,,
1326,2009/11/5,14895,14283.08,15064.57,13501.59,0,0,,,,
1327,2009/11/6,14990,14331.54,15126.5,13536.58,0,0,,,,
1328,2009/11/9,15210,14382.31,15227.01,13537.61,0,0,,,,
1329,2009/11/10,15295,14438.85,15324.18,13553.52,0,0,,,,
1330,2009/11/11,15505,14510.38,15428.83,13591.93,1,0,,,,
1331,2009/11/12,15415,14576.73,15497.87,13655.59,0,0,,,,
1332,2009/11/13,15400,14643.27,15541.59,13744.95,0,0,,,,
1333,2009/11/16,15360,14697.12,15592.89,13801.35,0,0,,,,
1334,2009/11/17,15475,14749.23,15662.81,13835.65,0,0,,,,
1335,2009/11/18,15470,14803.46,15714.24,13892.68,0,0,,,,
1336,2009/11/19,15395,14847.5,15757.68,13937.32,0,0,,,,
1337,2009/11/20,15665,14903.46,15829.37,13977.55,0,0,,,,
1338,2009/11/23,16190,14977.88,15993.66,13962.1,1,0,,,,
1339,2009/11/24,16230,15042.5,16154.25,13930.75,0,0,,,,
1340,2009/11/25,16140,15105.58,16273.94,13937.22,0,0,,,,
